OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|TABLESPACE|COLUMNS
FUSION|XLA_BAL_CTRL_LINES_GT_N1|XLA_BAL_CTRL_LINES_GT|Non Unique|APPLICATION_ID, LEDGER_ID, EFFECTIVE_PERIOD_NUM|
FUSION|XLA_BAL_CTRL_LINES_GT_U1|XLA_BAL_CTRL_LINES_GT|Unique|AE_HEADER_ID, AE_LINE_NUM|
FUSION|VRM_CREDIT_DOC_AMOUNTS_U1|VRM_CREDIT_DOC_AMOUNTS|Unique|FUSION_TS_TX_IDX|CREDIT_DOC_AMOUNT_ID
FUSION|XLA_AE_LINES_GT_N1|XLA_AE_LINES_GT|Non Unique|LEDGER_ID, AE_HEADER_ID, TEMP_LINE_NUM, BALANCE_TYPE_CODE|
FUSION|XLA_AE_LINES_GT_N2|XLA_AE_LINES_GT|Non Unique|LEDGER_ID, AE_HEADER_ID, GAIN_OR_LOSS_FLAG, CALCULATE_G_L_AMTS_FLAG|
FUSION|XLA_AE_LINES_GT_N3|XLA_AE_LINES_GT|Non Unique|LEDGER_ID, AE_HEADER_ID, BALANCE_TYPE_CODE, GAIN_OR_LOSS_FLAG, EVENT_ID|
FUSION|XLA_AE_LINES_GT_U1|XLA_AE_LINES_GT|Unique|LEDGER_ID, REF_AE_HEADER_ID, TEMP_LINE_NUM, AE_HEADER_ID, HEADER_NUM|
FUSION|JV_OVERHEAD_MEASURE_TYPES_PK|JV_OVERHEAD_MEASURE_TYPES|Unique|Default|OVERHEAD_MEASURE_TYPE_ID
FUSION|JV_OVERHEAD_MEASURE_TYPES_U1|JV_OVERHEAD_MEASURE_TYPES|Unique|Default|OVERHEAD_METHOD_ID, MEASURE_TYPE_ID
FUSION|CE_AP_PM_DOC_CATEGORIES_N1|CE_AP_PM_DOC_CATEGORIES|Non Unique|Default|BANK_ACCT_USE_ID
FUSION|CE_AP_PM_DOC_CATEGORIES_U1|CE_AP_PM_DOC_CATEGORIES|Unique|Default|AP_PM_DOC_CATEGORY_ID
FUSION|CE_PMT_INSTR_BU_ASSIGNMENTS_N1|CE_PMT_INSTR_BU_ASSIGNMENTS|Non Unique|Default|PAYMENT_INSTRUMENT_ID
FUSION|CE_PMT_INSTR_BU_ASSIGNMENTS_U1|CE_PMT_INSTR_BU_ASSIGNMENTS|Unique|Default|PMT_INSTR_BU_ASSIGNMENT_ID
FUSION|GL_PURGE_DATA_TO_PURGE_U1|GL_PURGE_DATA_TO_PURGE|Unique|Default|PURGE_RUN_ID, BUSINESS_OBJECT_CODE, CALENDAR_ID, LEDGER_ID, LEGAL_ENTITY_ID, BALANCING_SEGMENT_VALUE
FUSION|XLA_JERS_ADR_LINES_U1|XLA_JERS_ADR_LINES|Unique|Default|APPLICATION_ID, AMB_CONTEXT_CODE, JERS_TYPE_CODE, JERS_CODE, EVENT_CLASS_CODE, EVENT_TYPE_CODE, ACCOUNTING_LINE_TYPE_CODE, ACCOUNTING_LINE_CODE, FLEXFIELD_SEGMENT_CODE, SIDE_CODE, ORA_SEED_SET1
FUSION|XLA_JERS_ADR_LINES_U11|XLA_JERS_ADR_LINES|Unique|Default|APPLICATION_ID, AMB_CONTEXT_CODE, JERS_TYPE_CODE, JERS_CODE, EVENT_CLASS_CODE, EVENT_TYPE_CODE, ACCOUNTING_LINE_TYPE_CODE, ACCOUNTING_LINE_CODE, FLEXFIELD_SEGMENT_CODE, SIDE_CODE, ORA_SEED_SET2
FUSION|JV_CI_GROUPS_F_B_N1_|JV_CI_GROUPS_F_B_|Non Unique|Default|STAKEHOLDER_GROUP_ID
FUSION|JV_CI_GROUPS_F_B_U1_|JV_CI_GROUPS_F_B_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, STAKEHOLDER_GROUP_ID
FUSION|CE_ACCT_TRX_CREAT_RULES_N1_|CE_ACCT_TRX_CREAT_RULES_|Non Unique|Default|ACCT_TRX_CREATION_RULE_ID
FUSION|CE_ACCT_TRX_CREAT_RULES_U1_|CE_ACCT_TRX_CREAT_RULES_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, ACCT_TRX_CREATION_RULE_ID
FUSION|AR_DISPUTE_HISTORY_N1|AR_DISPUTE_HISTORY|Non Unique|AR_DISPUTE_HISTORY_N1|PAYMENT_SCHEDULE_ID
FUSION|AR_DISPUTE_HISTORY_U1|AR_DISPUTE_HISTORY|Unique|AR_DISPUTE_HISTORY_U1|DISPUTE_HISTORY_ID
FUSION|JL_BR_AR_SELECT_ACCOUNTS_N1|JL_BR_AR_SELECT_ACCOUNTS_ALL|Non Unique|Default|SELECTION_CONTROL_ID
FUSION|JL_BR_AR_SELECT_ACCOUNTS_U1|JL_BR_AR_SELECT_ACCOUNTS_ALL|Unique|FUSION_TS_TX_IDX|SELECT_ACCOUNT_ID
FUSION|AR_TRANSMISSION_FORMATS_U1|AR_TRANSMISSION_FORMATS|Unique|Default|TRANSMISSION_FORMAT_ID, ORA_SEED_SET1
FUSION|AR_TRANSMISSION_FORMATS_U11|AR_TRANSMISSION_FORMATS|Unique|Default|TRANSMISSION_FORMAT_ID, ORA_SEED_SET2
FUSION|XCC_BCE_TRANS_TYPES_N1_|XCC_BCE_TRANSACTION_TYPES_|Non Unique|Default|LEDGER_ID, BUSINESS_UNIT_ID, BUSINESS_FUNCTION_CODE, TRANSACTION_TYPE_CODE, TRANSACTION_SUBTYPE_CODE
FUSION|XCC_BCE_TRANS_TYPES_PK_|XCC_BCE_TRANSACTION_TYPES_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, LEDGER_ID, BUSINESS_UNIT_ID, BUSINESS_FUNCTION_CODE, TRANSACTION_TYPE_CODE, TRANSACTION_SUBTYPE_CODE
FUSION|ZX_EXCEPTIONS_N1|ZX_EXCEPTIONS|Non Unique|FUSION_TS_SEED|ITM_EXMPT_SRC_ID
FUSION|ZX_EXCEPTIONS_U1|ZX_EXCEPTIONS|Unique|FUSION_TS_SEED|TAX_EXCEPTION_ID
FUSION|ZX_EXCEPTIONS_U2|ZX_EXCEPTIONS|Unique|FUSION_TS_SEED|TAX_REGIME_CODE, TAX, TAX_STATUS_CODE, TAX_RATE_CODE, CONTENT_OWNER_ID, EFFECTIVE_FROM, PRODUCT_ID, INVENTORY_ORG_ID, CLASSIFICATION_TYPE_CODE, CLASSIFICATION_CODE, TAX_JURISDICTION_ID, EXCEPTION_CLASS_CODE, EXCEPTION_REFERENCE_NUMBER, EXCEPTION_STATUS_CODE, EXCEPTION_REASON_CODE, DUPLICATE_EXCEPTION
FUSION|GL_DRM_HIERARCHY_INTERFACE_N1|GL_DRM_HIERARCHY_INTERFACE|Non Unique|Default|VALUE_SET_CODE
FUSION|CE_STMT_LINE_AVALBTY_U1|CE_STMT_LINE_AVALBTY|Unique|Default|STMT_LINE_AVALBTY_ID
FUSION|ZX_REGISTRATIONS_N1|ZX_REGISTRATIONS|Non Unique|Default|REGISTRATION_NUMBER, TAX_REGIME_CODE, TAX, TAX_JURISDICTION_CODE, PARTY_TAX_PROFILE_ID
FUSION|ZX_REGISTRATIONS_U1|ZX_REGISTRATIONS|Unique|Default|REGISTRATION_ID
FUSION|ZX_REGISTRATIONS_U2|ZX_REGISTRATIONS|Unique|Default|PARTY_TAX_PROFILE_ID, TAX_REGIME_CODE, TAX, TAX_JURISDICTION_CODE, EFFECTIVE_FROM
FUSION|GL_INTERFACE_N1|GL_INTERFACE|Non Unique|Default|USER_JE_SOURCE_NAME, LEDGER_ID, SET_OF_BOOKS_ID, GROUP_ID
FUSION|GL_INTERFACE_N2|GL_INTERFACE|Non Unique|Default|REQUEST_ID, JE_HEADER_ID, STATUS, CODE_COMBINATION_ID
FUSION|GL_INTERFACE_N3|GL_INTERFACE|Non Unique|Default|SUBLEDGER_DOC_SEQUENCE_VALUE, SUBLEDGER_DOC_SEQUENCE_ID
FUSION|GL_INTERFACE_N4|GL_INTERFACE|Non Unique|Default|REFERENCE26, REFERENCE22, REFERENCE23
FUSION|GL_INTERFACE_N5|GL_INTERFACE|Non Unique|Default|GL_INTERFACE_ID
FUSION|FLA_LEASE_PARTIES_U1|FLA_LEASE_PARTIES|Unique|FUSION_TS_TX_IDX|LEASE_PARTY_ID
FUSION|FLA_LEASE_PARTIES_U2|FLA_LEASE_PARTIES|Unique|FUSION_TS_TX_IDX|LEASE_DETAIL_ID, VENDOR_ID, PARTY_ROLE_CODE
FUSION|FUN_PARALLEL_DATA_GT_U1|FUN_PARALLEL_DATA_GT|Unique|PARALLEL_RUN_ID, DATA_KEY|
FUSION|VRM_REVENUE_DOC_ERRORS_N1|VRM_REVENUE_DOCUMENT_ERRORS|Non Unique|Default|ERROR_LINE_ID, ERROR_LINE_LEVEL
FUSION|VRM_REVENUE_DOC_ERRORS_N2|VRM_REVENUE_DOCUMENT_ERRORS|Non Unique|Default|REQUEST_ID
FUSION|VRM_REVENUE_DOC_ERRORS_U1|VRM_REVENUE_DOCUMENT_ERRORS|Unique|Default|REVENUE_DOCUMENT_ERROR_ID
FUSION|ZX_SRVC_TYP_PARAMS_U1|ZX_SRVC_TYP_PARAMS|Unique|FUSION_TS_TX_DATA|SRVC_TYP_PARAM_ID, ORA_SEED_SET1
FUSION|ZX_SRVC_TYP_PARAMS_U11|ZX_SRVC_TYP_PARAMS|Unique|FUSION_TS_TX_DATA|SRVC_TYP_PARAM_ID, ORA_SEED_SET2
FUSION|ZX_SRVC_TYP_PARAMS_U2|ZX_SRVC_TYP_PARAMS|Unique|FUSION_TS_TX_DATA|SERVICE_TYPE_ID, POSITION, ORA_SEED_SET1
FUSION|ZX_SRVC_TYP_PARAMS_U21|ZX_SRVC_TYP_PARAMS|Unique|FUSION_TS_TX_DATA|SERVICE_TYPE_ID, POSITION, ORA_SEED_SET2
FUSION|ZX_SRVC_TYP_PARAMS_U3|ZX_SRVC_TYP_PARAMS|Unique|FUSION_TS_TX_DATA|SERVICE_TYPE_ID, PARAMETER_NAME, ORA_SEED_SET1
FUSION|ZX_SRVC_TYP_PARAMS_U31|ZX_SRVC_TYP_PARAMS|Unique|FUSION_TS_TX_DATA|SERVICE_TYPE_ID, PARAMETER_NAME, ORA_SEED_SET2
FUSION|XLA_JERS_JLT_LINESN1_|XLA_JERS_JLT_LINES_|Non Unique|Default|APPLICATION_ID, AMB_CONTEXT_CODE, JERS_TYPE_CODE, JERS_CODE, EVENT_CLASS_CODE, EVENT_TYPE_CODE, ACCOUNTING_LINE_TYPE_CODE, ACCOUNTING_LINE_CODE, SIDE_CODE, LAST_UPDATE_DATE
FUSION|XLA_JERS_JLT_LINES_U1_|XLA_JERS_JLT_LINES_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, APPLICATION_ID, AMB_CONTEXT_CODE, JERS_TYPE_CODE, JERS_CODE, EVENT_CLASS_CODE, EVENT_TYPE_CODE, ACCOUNTING_LINE_TYPE_CODE, ACCOUNTING_LINE_CODE, SIDE_CODE
FUSION|XLA_JERS_JLT_LINES_U2_|XLA_JERS_JLT_LINES_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, JERS_JLT_LINES_ID
FUSION|FUN_ADM_TARGET_ATTR_RULE_N1_|FUN_ADM_TARGET_ATTR_RULES_|Non Unique|Default|ATTRIBUTE_RULE_ID, LAST_UPDATE_DATE
FUSION|FUN_ADM_TARGET_ATTR_RULE_U1_|FUN_ADM_TARGET_ATTR_RULES_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, ATTRIBUTE_RULE_ID
FUSION|PER_DATA_ASGN_RULE_DTL_U1|PER_DATA_ASGNMNTS_RULE_DTL|Unique|Default|RULE_DTL_ID
FUSION|PER_DATA_ASGN_RULE_DTL_U2|PER_DATA_ASGNMNTS_RULE_DTL|Unique|Default|RULE_ID, ROLE_CODE, DATASEC_CONTEXT_TYPE_CODE, DATASEC_CONTEXT_VALUE1, DATASEC_CONTEXT_VALUE2, DATASEC_CONTEXT_VALUE3, DATASEC_CONTEXT_VALUE4, DATASEC_CONTEXT_VALUE5
FUSION|VRM_NEW_APP_SOURCESN1_|VRM_NEW_APP_SOURCES_|Non Unique|Default|NEW_APP_SOURCE_ID, LAST_UPDATE_DATE
FUSION|VRM_NEW_APP_SOURCES_U1_|VRM_NEW_APP_SOURCES_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, NEW_APP_SOURCE_ID
FUSION|AR_BPA_AREA_ITEMS_U1|AR_BPA_AREA_ITEMS|Unique|Default|TEMPLATE_ID, PARENT_AREA_CODE, DISPLAY_LEVEL, ITEM_ID
FUSION|AR_BPA_AREA_ITEMS_U2|AR_BPA_AREA_ITEMS|Unique|Default|AREA_ITEM_ID
FUSION|FLA_PAYMENT_TEMPLATES_U1|FLA_PAYMENT_TEMPLATES_ALL|Unique|FUSION_TS_TX_IDX|PAYMENT_TEMPLATE_ID
FUSION|FLA_PAYMENT_TEMPLATES_U2|FLA_PAYMENT_TEMPLATES_ALL|Unique|FUSION_TS_TX_IDX|NAME, ORG_ID
FUSION|VRM_PERF_OBLIG_LINES_GT_N1|VRM_PERF_OBLIG_LINES_GT|Non Unique|LINE_STATUS|
FUSION|VRM_PERF_OBLIG_LINES_GT_N2|VRM_PERF_OBLIG_LINES_GT|Non Unique|PERF_OBLIGATION_ID|
FUSION|VRM_PERF_OBLIG_LINES_GT_N3|VRM_PERF_OBLIG_LINES_GT|Non Unique|SATISFACTION_MEASUREMENT_MODEL, REVENUE_RULE_TYPE|
FUSION|VRM_PERF_OBLIG_LINES_GT_N4|VRM_PERF_OBLIG_LINES_GT|Non Unique|DOCUMENT_LINE_ID|
FUSION|VRM_PERF_OBLIG_LINES_GT_U1|VRM_PERF_OBLIG_LINES_GT|Unique|PERF_OBLIGATION_LINE_ID|
FUSION|EXM_POL_EXP_TYPE_MAP_N1|EXM_POL_EXP_TYPE_MAP|Non Unique|Default|EXPENSE_TYPE_ID
FUSION|EXM_POL_EXP_TYPE_MAP_PK|EXM_POL_EXP_TYPE_MAP|Unique|Default|POLICY_ID, EXPENSE_TYPE_ID, START_DATE
FUSION|IBY_VALIDATION_VALUES_N1|IBY_VALIDATION_VALUES|Non Unique|Default|VALIDATION_SET_CODE
FUSION|IBY_VALIDATION_VALUES_U1|IBY_VALIDATION_VALUES|Unique|Default|VALIDATION_ASSIGNMENT_ID, VALIDATION_PARAMETER_CODE, ORA_SEED_SET1
FUSION|IBY_VALIDATION_VALUES_U11|IBY_VALIDATION_VALUES|Unique|Default|VALIDATION_ASSIGNMENT_ID, VALIDATION_PARAMETER_CODE, ORA_SEED_SET2
FUSION|EXM_EXPENSE_ATTENDEES_N2|EXM_EXPENSE_ATTENDEES|Non Unique|Default|ATTENDEE_PARTY_ID
FUSION|EXM_EXPENSE_ATTENDEES_N1|EXM_EXPENSE_ATTENDEES|Non Unique|Default|EXPENSE_ID, EMPLOYEE_FLAG
FUSION|EXM_EXPENSE_ATTENDEES_U1|EXM_EXPENSE_ATTENDEES|Unique|Default|EXPENSE_ATTENDEE_ID
FUSION|IBY_PAYMENT_CODES_TL_U1|IBY_PAYMENT_CODES_TL|Unique|Default|PAYMENT_CODE, PAYMENT_CODE_TYPE, LANGUAGE, ORA_SEED_SET1
FUSION|IBY_PAYMENT_CODES_TL_U11|IBY_PAYMENT_CODES_TL|Unique|Default|PAYMENT_CODE, PAYMENT_CODE_TYPE, LANGUAGE, ORA_SEED_SET2
FUSION|AR_PREV_HIST_GT_U1|AR_PREV_HIST_GT|Unique|CASH_RECEIPT_HISTORY_ID|
FUSION|AP_PRODUCT_REGISTRATIONS_U1|AP_PRODUCT_REGISTRATIONS|Unique|Default|REGISTRATION_ID, ORA_SEED_SET1
FUSION|AP_PRODUCT_REGISTRATIONS_U11|AP_PRODUCT_REGISTRATIONS|Unique|Default|REGISTRATION_ID, ORA_SEED_SET2
FUSION|IBY_TRXN_CORE_N1|IBY_TRXN_CORE|Non Unique|Default|AUTHCODE
FUSION|IBY_TRXN_CORE_N2|IBY_TRXN_CORE|Non Unique|Default|TRACENUMBER
FUSION|IBY_TRXN_CORE_U1|IBY_TRXN_CORE|Unique|Default|TRXNMID
FUSION|FLA_PAYMENT_ITEMS_N1|FLA_PAYMENT_ITEMS|Non Unique|Default|LEASE_DETAIL_ID, LEASE_ID, PAYMENT_NUMBER, DUE_DATE
FUSION|FLA_PAYMENT_ITEMS_N2|FLA_PAYMENT_ITEMS|Non Unique|FUSION_TS_TX_IDX|LEASE_ID, PAYMENT_NUMBER, DUE_DATE
FUSION|FLA_PAYMENT_ITEMS_N3|FLA_PAYMENT_ITEMS|Non Unique|FUSION_TS_TX_IDX|APPROVAL_BATCH_ID
FUSION|FLA_PAYMENT_ITEMS_U1|FLA_PAYMENT_ITEMS|Unique|FUSION_TS_TX_IDX|PAYMENT_ITEM_ID
FUSION|FLA_PAYMENT_ITEMS_U2|FLA_PAYMENT_ITEMS|Unique|FUSION_TS_TX_IDX|LEASE_ID, VERSION_NUM, PAYMENT_NUMBER, DUE_DATE, PARENT_PAYMENT_ITEM_ID
FUSION|FUN_DOCIO_STREAMS_U1|FUN_DOCIO_STREAMS|Unique|Default|STREAM_ID
FUSION|AR_BPA_ITEMS_B_N1|AR_BPA_ITEMS_B|Non Unique|Default|DATA_SOURCE_ID
FUSION|AR_BPA_ITEMS_B_N2|AR_BPA_ITEMS_B|Non Unique|Default|SEEDED_APPLICATION_ID, DISPLAY_LEVEL
FUSION|AR_BPA_ITEMS_B_U1|AR_BPA_ITEMS_B|Unique|Default|ITEM_ID
FUSION|IBY_DOCUMENT_LINES_H_PK|IBY_DOCUMENT_LINES_H|Unique|Default|DOCUMENT_LINE_HISTORY_ID
FUSION|FUN_WF_RULES_FK1|FUN_WF_RULES|Non Unique|Default|PARTICIPANT_ID
FUSION|FUN_WF_RULES_N1|FUN_WF_RULES|Non Unique|Default|SOURCE_CODE
FUSION|FUN_WF_RULES_N2|FUN_WF_RULES|Non Unique|Default|SOURCE_ID, RULE_NAME, ORA_SEED_SET1
FUSION|FUN_WF_RULES_N21|FUN_WF_RULES|Non Unique|Default|SOURCE_ID, RULE_NAME, ORA_SEED_SET2
FUSION|FUN_WF_RULES_U1|FUN_WF_RULES|Unique|Default|RULE_ID, ORA_SEED_SET1
FUSION|FUN_WF_RULES_U11|FUN_WF_RULES|Unique|Default|RULE_ID, ORA_SEED_SET2
FUSION|AP_DISCOUNT_OFFERS_TL_N1_|AP_DISCOUNT_OFFERS_TL_|Non Unique|Default|DISCOUNT_OFFER_ID, LANGUAGE
FUSION|AP_DISCOUNT_OFFERS_TL_U1_|AP_DISCOUNT_OFFERS_TL_|Unique|FUSION_TS_SEED|LAST_UPDATE_DATE, LAST_UPDATED_BY, DISCOUNT_OFFER_ID, LANGUAGE
FUSION|FUN_SVS_USER_POLICY_ASGNMNT_U1|FUN_SVS_USER_POLICY_ASGNMNTS|Unique|FUSION_TS_TX_DATA|ASSIGNMENT_ID
FUSION|FUN_SVS_USER_POLICY_ASGNMNT_U2|FUN_SVS_USER_POLICY_ASGNMNTS|Unique|FUSION_TS_TX_DATA|USER_GUID, POLICY_CODE, QUALIFIER_CODE, SECURITY_CONTEXT, SECURITY_CONTEXT_VALUE, ACCESS_CODE, START_DATE
FUSION|VRM_PO_IMMATERIAL_DTLS_N1|VRM_PO_IMMATERIAL_DETAILS|Non Unique|FUSION_TS_TX_DATA|PERF_OBLIGATION_ID
FUSION|VRM_PO_IMMATERIAL_DTLS_N2|VRM_PO_IMMATERIAL_DETAILS|Non Unique|FUSION_TS_TX_DATA|CUSTOMER_CONTRACT_HEADER_ID
FUSION|VRM_PO_IMMATERIAL_DTLS_U1|VRM_PO_IMMATERIAL_DETAILS|Unique|FUSION_TS_TX_DATA|PO_IMMATERIAL_DETAIL_ID
FUSION|FUN_ERP_INTERFACE_DETAILS_U1|FUN_ERP_INTERFACE_DETAILS|Unique|Default|ERP_INTERFACE_OPTIONS_ID, ERP_INTERFACE_DETAILS_ID, ORA_SEED_SET1
FUSION|FUN_ERP_INTERFACE_DETAILS_U11|FUN_ERP_INTERFACE_DETAILS|Unique|Default|ERP_INTERFACE_OPTIONS_ID, ERP_INTERFACE_DETAILS_ID, ORA_SEED_SET2
FUSION|RA_LINE_ORDERING_RULES_U1|RA_LINE_ORDERING_RULES|Unique|Default|ORDERING_RULE_ID, ORA_SEED_SET1
FUSION|RA_LINE_ORDERING_RULES_U11|RA_LINE_ORDERING_RULES|Unique|Default|ORDERING_RULE_ID, ORA_SEED_SET2
FUSION|RA_LINE_ORDERING_RULES_U2|RA_LINE_ORDERING_RULES|Unique|Default|NAME, ORA_SEED_SET1
FUSION|RA_LINE_ORDERING_RULES_U21|RA_LINE_ORDERING_RULES|Unique|Default|NAME, ORA_SEED_SET2
FUSION|AR_APP_RULE_DETAILSN1_|AR_APP_RULE_DETAILS_|Non Unique|Default|RULE_DETAIL_ID, LAST_UPDATE_DATE
FUSION|AR_APP_RULE_DETAILS_U1_|AR_APP_RULE_DETAILS_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, RULE_DETAIL_ID
FUSION|FA_DISTRIBUTIONS_DEFAULT_U1|FA_DISTRIBUTION_DEFAULTS|Unique|Default|DIST_SET_ID, DIST_DEFAULT_ID
FUSION|XCC_BALANCES_CUBES_U1|XCC_BALANCES_CUBES|Unique|Default|CUBE_ID
FUSION|XCC_BALANCES_CUBES_U2|XCC_BALANCES_CUBES|Unique|Default|APPLICATION_NAME
FUSION|XCC_BALANCES_CUBES_U3|XCC_BALANCES_CUBES|Unique|Default|CHART_OF_ACCOUNTS_ID, CALENDAR_ID
FUSION|ZX_FORMULA_B_U1|ZX_FORMULA_B|Unique|Default|FORMULA_ID, ORA_SEED_SET1
FUSION|ZX_FORMULA_B_U11|ZX_FORMULA_B|Unique|Default|FORMULA_ID, ORA_SEED_SET2
FUSION|ZX_FORMULA_B_U2|ZX_FORMULA_B|Unique|Default|FORMULA_CODE, EFFECTIVE_FROM, ENABLED_FLAG, CONTENT_OWNER_ID, TAX_REGIME_CODE, ORA_SEED_SET1
FUSION|ZX_FORMULA_B_U21|ZX_FORMULA_B|Unique|Default|FORMULA_CODE, EFFECTIVE_FROM, ENABLED_FLAG, CONTENT_OWNER_ID, TAX_REGIME_CODE, ORA_SEED_SET2
FUSION|IBY_HOOK_DOCS_IN_PMT_T_PK|IBY_HOOK_DOCS_IN_PMT_T|Unique|DOCUMENT_PAYABLE_ID|
FUSION|XLA_ANALYTICAL_HDRS_TL_U1|XLA_ANALYTICAL_HDRS_TL|Unique|FUSION_TS_TX_DATA|ANALYTICAL_CRITERION_CODE, LANGUAGE, AMB_CONTEXT_CODE, ANALYTICAL_CRITERION_TYPE_CODE, ORA_SEED_SET1
FUSION|XLA_ANALYTICAL_HDRS_TL_U11|XLA_ANALYTICAL_HDRS_TL|Unique|FUSION_TS_TX_DATA|ANALYTICAL_CRITERION_CODE, LANGUAGE, AMB_CONTEXT_CODE, ANALYTICAL_CRITERION_TYPE_CODE, ORA_SEED_SET2
FUSION|JA_CN_ACCOUNT_STRUCTURES_U1|JA_CN_ACCOUNT_STRUCTURES|Unique|FUSION_TS_TX_DATA|CODE_COMBINATION_ID
FUSION|FUN_INTERFACE_DIST_LINES_N1|FUN_INTERFACE_DIST_LINES|Non Unique|Default|TRX_ID
FUSION|FUN_INTERFACE_DIST_LINES_U1|FUN_INTERFACE_DIST_LINES|Unique|Default|DIST_ID
FUSION|GL_ACCTS_MAP_SEG8_GT_N1|GL_ACCTS_MAP_SEG8_GT|Non Unique|SOURCE_FLEX_VALUE|
FUSION|EXM_CARD_PROGRAMS_N1|EXM_CARD_PROGRAMS|Non Unique|Default|CARD_TYPE_LOOKUP_CODE
FUSION|EXM_CARD_PROGRAMS_N2|EXM_CARD_PROGRAMS|Non Unique|Default|CARD_BRAND_LOOKUP_CODE
FUSION|EXM_CARD_PROGRAMS_PK|EXM_CARD_PROGRAMS|Unique|Default|CARD_PROGRAM_ID
FUSION|EXM_CARD_PROGRAMS_U1|EXM_CARD_PROGRAMS|Unique|Default|"UPPER(""CARD_PROGRAM_NAME"")"
FUSION|FUN_WF_TRANSACTION_ATTRS_PK|FUN_WF_TRANSACTION_ATTRS|Unique|fun_wf_transaction_attrs_INDE|WORKFLOW_CODE
FUSION|JG_FSCL_ATRB_INT_ERRORS_ALL_N1|JG_FSCL_ATRB_INT_ERRORS_ALL_GT|Non Unique|Default|INTERFACE_HDR_ID, INTERFACE_LINE_ID, INTERFACE_LINE_DETAIL_ID, HDR_ATRB_DTL_INT_ID, APP_SHORT_NAME, ENTITY_CODE, EVENT_CLASS_CODE
FUSION|IBY_TRXN_FI_U1|IBY_TRXN_FI|Unique|Default|TRXNMID
FUSION|XLE_REG_FUNCTIONS_N1|XLE_REG_FUNCTIONS|Non Unique|Default|FUNCTION_CODE
FUSION|XLE_REG_FUNCTIONS_U1|XLE_REG_FUNCTIONS|Unique|Default|REG_FUNCTION_ID
FUSION|VRM_RECON_SUMMARY_CCID_N1|VRM_RECON_SUMMARY_CCID|Non Unique|Default|CODE_COMBINATION_ID, FINANCIAL_CATEGORY
FUSION|VRM_RECON_SUMMARY_CCID_N2|VRM_RECON_SUMMARY_CCID|Non Unique|Default|REQUEST_ID
FUSION|VRM_RECON_SUMMARY_CCID_U1|VRM_RECON_SUMMARY_CCID|Unique|Default|RECON_SUMMARY_CCID_ID
FUSION|FLA_TAX_TRANSACTIONS_N1|FLA_TAX_TRANSACTIONS|Non Unique|FUSION_TS_TX_IDX|PAYMENT_TAX_LINE_NUMBER, LEASE_ID
FUSION|FLA_TAX_TRANSACTIONS_U1|FLA_TAX_TRANSACTIONS|Unique|FUSION_TS_TX_IDX|TAX_TRANSACTION_ID
FUSION|FLA_TAX_TRANSACTIONS_U2|FLA_TAX_TRANSACTIONS|Unique|FUSION_TS_TX_IDX|LEASE_ID, VERSION_NUM, PAYMENT_NUMBER, REGIME_CODE, TRANSACTION_TYPE_CODE, TAX_REGIME_CODE, TAX
FUSION|FUN_SENSORS_B_U1|FUN_SENSORS_B|Unique|Default|SENSOR_ID, ORA_SEED_SET1
FUSION|FUN_SENSORS_B_U11|FUN_SENSORS_B|Unique|Default|SENSOR_ID, ORA_SEED_SET2
FUSION|FUN_SENSORS_B_U2|FUN_SENSORS_B|Unique|Default|SENSOR_CODE, SENSOR_TYPE, ORA_SEED_SET1
FUSION|FUN_SENSORS_B_U21|FUN_SENSORS_B|Unique|Default|SENSOR_CODE, SENSOR_TYPE, ORA_SEED_SET2
FUSION|IBY_CREDITCARD_ISSUERS_BN1_|IBY_CREDITCARD_ISSUERS_B_|Non Unique|Default|CARD_ISSUER_CODE, LAST_UPDATE_DATE
FUSION|IBY_CREDITCARD_ISSUERS_B_U1_|IBY_CREDITCARD_ISSUERS_B_|Unique|Default|LAST_UPDATE_DATE, LAST_UPDATED_BY, CARD_ISSUER_CODE
FUSION|GL_APPLICATION_GROUPS_U1|GL_APPLICATION_GROUPS|Unique|APPLICATION_ID, GROUP_NAME, ORA_SEED_SET1|
FUSION|GL_APPLICATION_GROUPS_U11|GL_APPLICATION_GROUPS|Unique|APPLICATION_ID, GROUP_NAME, ORA_SEED_SET2|
FUSION|JL_BR_AR_COLLECTION_DOCS_N1|JL_BR_AR_COLLECTION_DOCS_ALL|Non Unique|Default|COLL_BATCH_ID
FUSION|JL_BR_AR_COLLECTION_DOCS_N2|JL_BR_AR_COLLECTION_DOCS_ALL|Non Unique|FUSION_TS_TX_DATA|BANK_ACCOUNT_ID
