OWNER,TABLE_NAME
FUSION,CE_STMT_LINE_AVALBTY
FUSION,CE_STMT_LINE_AVALBTY_INT
FUSION,CE_STMT_LINE_BATCHES_INT
FUSION,CE_STMT_LINE_CHARGES
FUSION,CE_STMT_LINE_CHARGES_INT
FUSION,CE_STMT_LINE_DETAILS_INT
FUSION,CE_TRANSACTION_CODES
FUSION,CE_TRANSACTION_CODES_
FUSION,CE_TRX_TYPE_MAPPING
FUSION,CE_TRX_TYPE_MAPPING_
FUSION,CE_ALL_BANKS_SIMPLE_V
FUSION,CE_ALL_BANKS_V
FUSION,CE_ALL_BANK_BRANCHES_SIM_V
FUSION,CE_ALL_BANK_BRANCHES_V
FUSION,CE_AP_AVAILABLE_TRX_V
FUSION,CE_AR_AVAILABLE_TRX_V
FUSION,CE_AVAILABLE_TRANSACTIONS_V
FUSION,CE_BANKS_MERGE_V
FUSION,CE_BANKS_SIMPLE_V
FUSION,CE_BANKS_V
FUSION,CE_BANK_ACCOUNTS_CE_V
FUSION,CE_BANK_ACCOUNTS_PAY_V
FUSION,CE_BANK_ACCOUNTS_V
FUSION,CE_BANK_ACCT_USES
FUSION,CE_BANK_ACCT_USES_OU_V
FUSION,CE_BANK_BRANCHES_MERGE_V
FUSION,CE_BANK_BRANCHES_SIMPLE_V
FUSION,CE_BANK_BRANCHES_V
FUSION,CE_CP_CASH_POOL_V
FUSION,CE_CP_ESTIMATED_BALANCE_V
FUSION,CE_CP_INCREMENTAL_UPDATE_V
FUSION,CE_CP_INTERFACE_V
FUSION,CE_DOCUMENTS_PAYABLE
FUSION,CE_FINANCING_PROGRAMS_VL
FUSION,CE_FIN_PROGRAM_CAMPAIGNS_VL
FUSION,CE_FUNDING_CARD_ACCOUNTS_V
FUSION,CE_GL_AVAILABLE_TRX_V
FUSION,CE_INTERNAL_BANK_ACCOUNTS_V
FUSION,CE_INTERNAL_BANK_ACCTS_BU_V
FUSION,CE_INTERNAL_BANK_ACCTS_V
FUSION,CE_INT_BANK_ACCTS_NET_V
FUSION,CE_LOOKUPS
FUSION,CE_LOOKUP_TYPES
FUSION,CE_LOOKUP_VALUES
FUSION,CE_PR_AVAILABLE_TRX_V
FUSION,CE_RECON_HISTORY_ITEMS_V
FUSION,CE_STMT_LINES_INT_V
FUSION,CE_XLA_EXT_EXTRACT_V
FUSION,CE_XLA_EXT_TRX_V
FUSION,CE_XT_AVAILABLE_TRX_V
FUSION,EXM_ACCOM_POLICIES
FUSION,EXM_ACCOM_POL_LINES
FUSION,EXM_ADDON_MILEAGE_RATES
FUSION,EXM_AIRFARE_POLICIES
FUSION,EXM_AIRFARE_POL_LINES
FUSION,EXM_AUDIT_QUEUES
FUSION,EXM_AUDIT_REASONS
FUSION,EXM_AUD_LIST_MEMBERS
FUSION,EXM_AUD_LIST_RULE_SETS
FUSION,EXM_AUD_RULE_ASSIGNMENTS
FUSION,EXM_AUD_RULE_SETS
FUSION,EXM_CARDS
FUSION,EXM_CARD_CURRENCIES
FUSION,EXM_CARD_EMP_CANDIDATES
FUSION,EXM_CARD_EXP_TYPE_MAPS
FUSION,EXM_CARD_HOLDER_DETAILS
FUSION,EXM_CARD_PROGRAMS
FUSION,EXM_CARD_USAGE
FUSION,EXM_CARRENTAL_POLICIES
FUSION,EXM_CARRENTAL_POL_LINES
FUSION,EXM_CASH_ADVANCES
FUSION,EXM_CASH_ADV_APPLICATIONS
FUSION,EXM_CASH_ADV_HISTORY
FUSION,EXM_CATEGORY_FIELDS
FUSION,EXM_CC_ACCEPTORS
FUSION,EXM_CC_AUTH_TRXNS
FUSION,EXM_CC_COMPANY_ACCOUNTS
FUSION,EXM_CC_DOWNLOAD_PARAMS
FUSION,EXM_CC_OUTSTND_TRXN_SUM
FUSION,EXM_CC_TRXN_DETAILS
FUSION,EXM_CC_TRXN_FILE_DETAILS
FUSION,EXM_CC_UPLOAD_RULES
FUSION,EXM_CONTING_WORK_SUPPL_MAP
FUSION,EXM_CREDIT_CARD_TRXNS
FUSION,EXM_CUMUL_MILEAGE_DETERMINANTS
FUSION,EXM_DELEGATIONS
FUSION,EXM_EMAIL_RECEIPT_IMPORT
FUSION,EXM_ENTERTAINMENT_POLICIES
FUSION,EXM_ENTERTAINMENT_POL_LINES
FUSION,EXM_EXCH_RATE_OPTIONS
FUSION,EXM_EXCH_RATE_OPTIONS_
FUSION,EXM_EXCH_RATE_TOLERANCES
FUSION,EXM_EXCH_RATE_TOLERANCES_
FUSION,EXM_EXPENSES
FUSION,EXM_EXPENSE_ATTENDEES
FUSION,EXM_EXPENSE_ATTENDEE_FAVS
FUSION,EXM_EXPENSE_AUDIT_REASONS
FUSION,EXM_EXPENSE_AUDIT_TRAILS
FUSION,EXM_EXPENSE_DAILY_AMOUNTS
FUSION,EXM_EXPENSE_DISTS
FUSION,EXM_EXPENSE_ERRORS
FUSION,EXM_EXPENSE_PASSENGERS
FUSION,EXM_EXPENSE_PERDIEM_DESTS
FUSION,EXM_EXPENSE_PERDIEM_DETAILS
FUSION,EXM_EXPENSE_PREDICTIONS
FUSION,EXM_EXPENSE_REPORTS
FUSION,EXM_EXPENSE_RISK_INDICATORS
FUSION,EXM_EXPENSE_SPLIT_RATES
FUSION,EXM_EXPENSE_TEMPLATES
FUSION,EXM_EXPENSE_TOOLTIP_STATUSES
FUSION,EXM_EXPENSE_TYPES
FUSION,EXM_EXPENSE_TYPE_ITEMIZE
FUSION,EXM_EXPENSE_TYPE_SYNONYMS
FUSION,EXM_EXPENSE_VIOLATIONS
FUSION,EXM_EXP_ITEMIZATION_SUMMARY
FUSION,EXM_EXP_REP_PROCESSING
FUSION,EXM_EXP_TYPE_ENTERT_POL_MAP
FUSION,EXM_EXP_TYPE_PASS_NAME_MAP
FUSION,EXM_EXP_TYPE_PREFER_MAP
FUSION,EXM_EXP_TYPE_PREF_AGNCY_MAP
FUSION,EXM_EXP_TYPE_RULES
FUSION,EXM_EXP_TYPE_RULE_SETS
FUSION,EXM_FAILED_ITINERARIES
FUSION,EXM_ITINERARY_RESERVATIONS
FUSION,EXM_ITINERARY_SCHEDULE
FUSION,EXM_LOCATIONS
FUSION,EXM_MAP_CODES
FUSION,EXM_MAP_TYPES_B
FUSION,EXM_MAP_TYPES_TL
FUSION,EXM_MATCHING_HISTORY
FUSION,EXM_MEALS_POLICIES
FUSION,EXM_MEALS_POL_LINES
FUSION,EXM_MERCHANTS
FUSION,EXM_MILEAGE_POLICIES
FUSION,EXM_MILEAGE_POL_LINES
FUSION,EXM_MILEAGE_WAYPOINTS
FUSION,EXM_MISC_POLICIES
FUSION,EXM_MISC_POL_LINES
FUSION,EXM_MOBILE_DEVICE_REGISTRY
FUSION,EXM_MOBILE_EXPENSE_MATCHES
FUSION,EXM_NONEMP_ATTENDEES
FUSION,EXM_NOTES
FUSION,EXM_ORG_SETTINGS
FUSION,EXM_ORG_SETTINGS_
FUSION,EXM_OTBI_STATS_BASE_SUMMARY
FUSION,EXM_OTBI_STATS_SUMMARY
FUSION,EXM_PERDIEM_POLICIES
FUSION,EXM_PERDIEM_POL_LINES
FUSION,EXM_PERDIEM_POL_VALUES
FUSION,EXM_PERSONAL_EXPENSE_TYPES
FUSION,EXM_PERSON_CUM_MILEAGE
FUSION,EXM_POL_EXP_TYPE_MAP
FUSION,EXM_PREFERENCES
FUSION,EXM_PROJECT_EXP_TYPE_MAPS
FUSION,EXM_RCPT_NOTIF_RULE_SETS
FUSION,EXM_RECENT_LOCATIONS
FUSION,EXM_RECURRING_SCHEDULES
FUSION,EXM_RESERVATION_ITEMS
FUSION,EXM_SETUP_OPTIONS
FUSION,EXM_SETUP_OPTIONS_
FUSION,EXM_SPEND_AUTHORIZATIONS
FUSION,EXM_SPEND_AUTH_DISTS
FUSION,EXM_SPEND_AUTH_LINES
FUSION,EXM_SPEND_AUTH_PROCESSING
FUSION,EXM_SPEND_AUTH_REPORT_MAP
FUSION,EXM_SPLIT_ALLOCATIONS
FUSION,EXM_SPLIT_ALLOCATION_SETS
FUSION,EXM_SUBMISSION_LIMITS
FUSION,EXM_TRAVEL_BOOKING_SITES
FUSION,EXM_TRAVEL_DATA_ATTR_VAL_ERRS
FUSION,EXM_TRAVEL_DATA_VAL_ERR_TYPES
FUSION,EXM_TRAVEL_DATA_VAL_RULES
FUSION,EXM_TRAVEL_INTEGRATIONS
FUSION,EXM_TRAVEL_ITINERARIES
FUSION,EXM_TRAVEL_SITE_COUNTRIES
FUSION,EXM_TRAVEL_SITE_EMPLOYMENTS
FUSION,EXM_TRAVEL_VAL_RULE_SETS
FUSION,EXM_TRIPS
FUSION,EXM_USER_VENDOR_ENABLEMENT
FUSION,EXM_VALIDATION_RESULTS
FUSION,EXM_VAT_FIELDS
FUSION,EXM_VENDOR_ACCOUNTS
FUSION,EXM_VENDOR_ASSIGNMENTS
FUSION,EXM_VENDOR_EXPENSES
FUSION,EXM_ALL_POLICIES_VIEW
FUSION,EXM_CARD_CURRENCIES_V
FUSION,EXM_LOOKUP_TYPES
FUSION,EXM_LOOKUP_VALUES
FUSION,EXM_MAP_TYPES_VL
FUSION,EXM_XCC_AUTH_EXTRACT_V
FUSION,FLA_ACCOUNTING_HEADERS_ALL
FUSION,FLA_ACCOUNTING_LINES
FUSION,FLA_ACCOUNTING_TRANSACTIONS
FUSION,FLA_ACCRUAL_SCHEDULES
FUSION,FLA_ACCRUAL_SCHEDULES_STAGE
FUSION,FLA_ASSETS_INT
FUSION,FLA_ASSET_ACCOUNTS_INT
FUSION,FLA_ASSET_IMPAIRMENTS
FUSION,FLA_ASSET_IMPAIRMENTS_HIST
FUSION,FLA_ASSET_IMPAIRMENTS_INT
FUSION,FLA_ASSET_SERIALS_INT
FUSION,FLA_ASSET_TEMPLATES_ALL
FUSION,FLA_ASSET_TEMPLATES_ALL_
FUSION,FLA_ASSET_TEMPLATE_ACCOUNTS
FUSION,FLA_ASSET_TEMPLATE_ACCOUNTS_
FUSION,FLA_DISCOUNT_INDEXES_ALL
FUSION,FLA_DISCOUNT_INDEXES_ALL_
FUSION,FLA_DISCOUNT_INDEX_RATES_F
FUSION,FLA_DISCOUNT_INDEX_RATES_F_
FUSION,FLA_INCREMENT_HEADERS
FUSION,FLA_INCREMENT_HEADERS_HIST
FUSION,FLA_INCREMENT_HEADERS_INT
FUSION,FLA_INCREMENT_INDEX_HDRS_ALL
FUSION,FLA_INCREMENT_INDEX_HDRS_ALL_
FUSION,FLA_INCREMENT_INDEX_LINES
FUSION,FLA_INCREMENT_INDEX_LINES_
FUSION,FLA_INCREMENT_PAYMENTS
FUSION,FLA_INCREMENT_PAYMENTS_HIST
FUSION,FLA_INCREMENT_PERIODS
FUSION,FLA_INCREMENT_PERIODS_HIST
FUSION,FLA_INCREMENT_PERIODS_INT
FUSION,FLA_INCREMENT_TEMPLATES_ALL
FUSION,FLA_INCREMENT_TEMPLATES_ALL_
FUSION,FLA_INTERFACE_REJECTIONS
FUSION,FLA_LEASES_ALL
FUSION,FLA_LEASES_INT
FUSION,FLA_LEASE_ACTION_REQUESTS_ALL
FUSION,FLA_LEASE_ASSETS
FUSION,FLA_LEASE_ASSETS_HIST
FUSION,FLA_LEASE_ASSET_ACCOUNTS
FUSION,FLA_LEASE_ASSET_ACCOUNTS_HIST
FUSION,FLA_LEASE_ASSET_SERIALS
FUSION,FLA_LEASE_ASSET_SERIALS_HIST
FUSION,FLA_LEASE_BALANCES_ALL
FUSION,FLA_LEASE_DETAILS
FUSION,FLA_LEASE_DETAILS_HIST
FUSION,FLA_LEASE_ERRORS
FUSION,FLA_LEASE_INCREMENT_LINES
FUSION,FLA_LEASE_INCREMENT_LINES_HIST
FUSION,FLA_LEASE_MILESTONES
FUSION,FLA_LEASE_OBLIGATIONS
FUSION,FLA_LEASE_OBLIGATIONS_HIST
FUSION,FLA_LEASE_PARTIES
FUSION,FLA_LEASE_PARTIES_HIST
FUSION,FLA_LEASE_PAYMENT_ACCOUNTS
FUSION,FLA_LEASE_PAYMENT_ACCTS_HIST
FUSION,FLA_LEASE_PAYMENT_HDRS_HIST
FUSION,FLA_LEASE_PAYMENT_HEADERS
FUSION,FLA_LEASE_PAYMENT_LINES
FUSION,FLA_LEASE_PAYMENT_LINES_HIST
FUSION,FLA_LEASE_PAYMENT_TAXES
FUSION,FLA_LEASE_PAYMENT_TAXES_HIST
FUSION,FLA_LEASE_POLICIES_ALL
FUSION,FLA_LEASE_POLICIES_ALL_
FUSION,FLA_LEASE_POLICY_LINES
FUSION,FLA_LEASE_POLICY_LINES_
FUSION,FLA_LEASE_PRODUCTS_ALL
FUSION,FLA_LEASE_PRODUCTS_ALL_
FUSION,FLA_LEASE_RIGHTS
FUSION,FLA_LEASE_RIGHTS_HIST
FUSION,FLA_LIABILITY_SCHEDULES
FUSION,FLA_LIABILITY_SCHEDULES_STAGE
FUSION,FLA_MILESTONES_INT
FUSION,FLA_MISCELLANEOUS_PAYMENTS_INT
FUSION,FLA_OBLIGATIONS_INT
FUSION,FLA_PAYMENT_ACCOUNTS_INT
FUSION,FLA_PAYMENT_HEADERS_INT
FUSION,FLA_PAYMENT_ITEMS
FUSION,FLA_PAYMENT_LINES_INT
FUSION,FLA_PAYMENT_TAXES_INT
FUSION,FLA_PAYMENT_TEMPLATES_ALL
FUSION,FLA_PAYMENT_TEMPLATES_ALL_
FUSION,FLA_PAYMENT_TEMPLATE_ACCOUNTS
FUSION,FLA_PAYMENT_TEMPLATE_ACCOUNTS_
FUSION,FLA_PAYMENT_TEMPLATE_TAXES
FUSION,FLA_PAYMENT_TEMPLATE_TAXES_
FUSION,FLA_PROPERTIES_ALL
FUSION,FLA_PROPERTIES_INT
FUSION,FLA_PROPERTY_TYPES_ALL
FUSION,FLA_PROPERTY_TYPES_ALL_
FUSION,FLA_PROPERTY_TYPE_LEVELS
FUSION,FLA_PROPERTY_TYPE_LEVELS_
FUSION,FLA_RIGHTS_INT
FUSION,FLA_SCHEDULE_HEADERS
FUSION,FLA_SUBLEASE_ACTIVITY_DETAILS
FUSION,FLA_SYSTEM_OPTIONS_ALL
FUSION,FLA_SYSTEM_OPTIONS_ALL_
FUSION,FLA_TAX_TRANSACTIONS
FUSION,FUN_ADM_ATTRIBUTES_B
FUSION,FUN_ADM_ATTRIBUTES_TL
FUSION,FUN_ADM_ATTR_ASSIGNMENTS
FUSION,FUN_ADM_ENTITY_OBJECT_GROUPS
FUSION,FUN_ADM_OUTPUT_GT
FUSION,FUN_ADM_REFERENCE_OBJECTS
FUSION,FUN_ADM_RULE_CONDITIONS
FUSION,FUN_ADM_RULE_CONDITIONS_
FUSION,FUN_ADM_TARGET_ATTRIBUTES
FUSION,FUN_ADM_TARGET_ATTRIBUTES_
FUSION,FUN_ADM_TARGET_ATTR_RULES
FUSION,FUN_ADM_TARGET_ATTR_RULES_
FUSION,FUN_ADM_TARGET_TABLES
FUSION,FUN_ALLOC_CONDITIONS
FUSION,FUN_ALLOC_DETERMINANTS_B
FUSION,FUN_ALLOC_DETERMINANTS_TL
FUSION,FUN_ALLOC_GROUP_CONTEXT
FUSION,FUN_ALLOC_KEYWORDS
FUSION,FUN_ALLOC_KEYWORD_USAGE
FUSION,FUN_ALLOC_MODELS_B
FUSION,FUN_ALLOC_MODELS_TL
FUSION,FUN_ALLOC_PROCESSES
FUSION,FUN_ALLOC_PROCESS_EXEC_FLOW
FUSION,FUN_ALLOC_PROCESS_FLOW
FUSION,FUN_ALLOC_PROCESS_SETS
FUSION,FUN_ALLOC_PROCESS_SET_ASSIGN
FUSION,FUN_ALLOC_PROCESS_TYPES_B
FUSION,FUN_ALLOC_PROCESS_TYPES_TL
FUSION,FUN_ALLOC_STEPS
FUSION,FUN_ALLOC_STEP_EXEC_HISTORY
FUSION,FUN_ALLOC_STEP_LINES
FUSION,FUN_ALLOC_VARIABLES
FUSION,FUN_ALLOC_VARIABLE_SETS
FUSION,FUN_ALLOC_VARIABLE_USAGE
FUSION,FUN_AV_METADATA
FUSION,FUN_AV_METADATA_DETAIL
FUSION,FUN_BAL_ERRORS_GT
FUSION,FUN_BAL_ERRORS_T
FUSION,FUN_BAL_HEADERS_GT
FUSION,FUN_BAL_HEADERS_T
FUSION,FUN_BAL_INTER_ACCOUNTS_ADDL
FUSION,FUN_BAL_INTER_INT_GT
FUSION,FUN_BAL_INTER_INT_T
FUSION,FUN_BAL_INTER_LE_BSV_MAP_T
FUSION,FUN_BAL_INTER_RULES
FUSION,FUN_BAL_INTER_RULES_
FUSION,FUN_BAL_INTRA_LE_BSV_MAP_T
FUSION,FUN_BAL_INTRA_RULES
FUSION,FUN_BAL_INTRA_RULES_
FUSION,FUN_BAL_LEDGERINT_LE_BSV_MAP_T
FUSION,FUN_BAL_LEDGER_INTER_INT_GT
FUSION,FUN_BAL_LEDGER_INTER_INT_T
FUSION,FUN_BAL_LEDGER_INTRA_INT_GT
FUSION,FUN_BAL_LEDGER_INTRA_INT_T
FUSION,FUN_BAL_LE_BSV_MAP_GT
FUSION,FUN_BAL_LINES_GT
FUSION,FUN_BAL_LINES_T
FUSION,FUN_BAL_RECON_RESULT
FUSION,FUN_BAL_RESULTS_GT
FUSION,FUN_BAL_RESULTS_T
FUSION,FUN_BATCH_DISTS
FUSION,FUN_BC_APPLICATIONS
FUSION,FUN_BC_CONNECTIONS
FUSION,FUN_BC_CONNECTION_TYPES
FUSION,FUN_BC_INTERFACES
FUSION,FUN_BC_INTERFACE_MAPPING
FUSION,FUN_BC_INTERFACE_PARAMS
FUSION,FUN_BC_TRX_HISTORIES
FUSION,FUN_BO_GROUP_MEMBERSHIP
FUSION,FUN_BUSINESS_FUNCTIONS_B
FUSION,FUN_BUSINESS_FUNCTIONS_TL
FUSION,FUN_BUSINESS_OBJECT_GROUPS
FUSION,FUN_BUSINESS_OBJECT_MAPPING
FUSION,FUN_BU_SERVICE_PROVIDERS
FUSION,FUN_BU_SERVICE_PROVIDERS_
FUSION,FUN_BU_USAGES
FUSION,FUN_BU_USAGES_
FUSION,FUN_CATALOG_OBJECTS
FUSION,FUN_CATALOG_OBJECTS_
FUSION,FUN_CATALOG_OBJECT_USAGES
FUSION,FUN_CATALOG_OBJECT_USAGES_
FUSION,FUN_CONT_EXEC_PROCESSES
FUSION,FUN_CONT_EXEC_WORK_ITEMS
FUSION,FUN_CONT_EXEC_WORK_ITEM_ATTRS
FUSION,FUN_DATA_SLICES_B
FUSION,FUN_DATA_SLICES_B_
FUSION,FUN_DATA_SLICES_TL
FUSION,FUN_DATA_SLICE_COLLECTION_B
FUSION,FUN_DATA_SLICE_COLLECTION_B_
FUSION,FUN_DATA_SLICE_COLLECTION_TL
FUSION,FUN_DATA_SLICE_COLL_ASSIGNS
FUSION,FUN_DATA_SLICE_COLL_ASSIGNS_
FUSION,FUN_DIST_LINES
FUSION,FUN_DOCIO_AL_ARTIFACTS
FUSION,FUN_DOCIO_AL_EVENTS
FUSION,FUN_DOCIO_AL_MAPPINGS
FUSION,FUN_DOCIO_AL_RAGS
FUSION,FUN_DOCIO_AL_TRANSFORMS
FUSION,FUN_DOCIO_FLOWS_B
FUSION,FUN_DOCIO_FLOWS_B_
FUSION,FUN_DOCIO_FLOWS_TL
FUSION,FUN_DOCIO_FLOW_CONFIGS
FUSION,FUN_DOCIO_FLOW_CONFIGS_
FUSION,FUN_DOCIO_FLOW_EXECUTIONS
FUSION,FUN_DOCIO_FLOW_STEPS_B
FUSION,FUN_DOCIO_FLOW_STEPS_B_
FUSION,FUN_DOCIO_FLOW_STEPS_TL
FUSION,FUN_DOCIO_FLOW_STEP_LDR_DTLS
FUSION,FUN_DOCIO_FLOW_STEP_LDR_DTLS_
FUSION,FUN_DOCIO_INCOMING_DOCUMENTS
FUSION,FUN_DOCIO_OUTGOING_DOCUMENTS
FUSION,FUN_DOCIO_STEP_EXECUTIONS
FUSION,FUN_DOCIO_STREAMS
FUSION,FUN_DOCIO_STREAMS_
FUSION,FUN_DOCIO_STREAM_ASSOCIATIONS
FUSION,FUN_DOCIO_STREAM_ASSOCIATIONS_
FUSION,FUN_DOCIO_TENANT_OPTIONS
FUSION,FUN_DOCIO_TENANT_OPTIONS_
FUSION,FUN_DOCIO_TRANSFORM_DOCUMENTS
FUSION,FUN_DS_DATA_ROLES_UPG_AUDIT
FUSION,FUN_DS_DATA_ROLE_TMPL_AUDIT
FUSION,FUN_DS_GRANTS_UPG_AUDIT
FUSION,FUN_DS_USER_ROLES_UPG_AUDIT
FUSION,FUN_ENTITY_TAGS
FUSION,FUN_ERP_ATTACHMENT_CONTEXTS
FUSION,FUN_ERP_BUSINESS_EVENTS
FUSION,FUN_ERP_INTERFACE_DETAILS
FUSION,FUN_ERP_INTERFACE_DIMENSIONS
FUSION,FUN_ERP_INTERFACE_OPTIONS
FUSION,FUN_ERP_INTERFACE_USAGE_DTLS
FUSION,FUN_ERP_SERVICE_EXECUTION_INFO
FUSION,FUN_FRC_SEARCH_ENTITIES
FUSION,FUN_IC_CUST_SUPP_MAP
FUSION,FUN_IC_CUST_SUPP_MAP_
FUSION,FUN_IMPORT_ERRORS
FUSION,FUN_IM_REQUEST_METRICS
FUSION,FUN_INBOUND_FAILOVER
FUSION,FUN_INBOUND_MONITORING
FUSION,FUN_INTERCO_MASTER_DOCUMENTS
FUSION,FUN_INTERCO_ORGANIZATIONS
FUSION,FUN_INTERCO_ORGANIZATIONS_
FUSION,FUN_INTERCO_ORG_BSVS
FUSION,FUN_INTERCO_ORG_BSVS_
FUSION,FUN_INTERCO_SOURCE_DOCUMENTS
FUSION,FUN_INTERCO_SOURCE_DOC_GROUPS
FUSION,FUN_INTERCO_TRX_SOURCE_DOCS
FUSION,FUN_INTERCO_TRX_SOURCE_DOCS_T
FUSION,FUN_INTERCO_TXN_NUMBERING
FUSION,FUN_INTERFACE_BATCHDISTS
FUSION,FUN_INTERFACE_BATCHES
FUSION,FUN_INTERFACE_CONTROLS
FUSION,FUN_INTERFACE_DIST_LINES
FUSION,FUN_INTERFACE_HEADERS
FUSION,FUN_INTERFACE_REJECTIONS
FUSION,FUN_IN_ERROR_ACTIONS
FUSION,FUN_IN_INGESTION_ERRORS
FUSION,FUN_OUTBOUND_CONSUMERS
FUSION,FUN_OUTBOUND_CONSUMERS_
FUSION,FUN_OUTBOUND_CONSUMER_INSTNCES
FUSION,FUN_PARALLEL_ADVANCED_GROUP_GT
FUSION,FUN_PARALLEL_CHUNKS
FUSION,FUN_PARALLEL_CHUNK_DATA
FUSION,FUN_PARALLEL_DATA_GT
FUSION,FUN_PARALLEL_REQUESTS
FUSION,FUN_PARALLEL_RUNS
FUSION,FUN_PARALLEL_SETUP
FUSION,FUN_PARALLEL_SETUP_JOBS
FUSION,FUN_PARALLEL_SETUP_JOB_PARAMS
FUSION,FUN_PARALLEL_SETUP_JOB_PHASES
FUSION,FUN_PARALLEL_SETUP_PHASES
FUSION,FUN_PARALLEL_SETUP_PHASE_BINDS
FUSION,FUN_PARALLEL_SETUP_PHASE_CHILD
FUSION,FUN_PARALLEL_SETUP_PHASE_SQLS
FUSION,FUN_PARALLEL_UNCHUNKED_DATA
FUSION,FUN_PERIOD_STATUSES
FUSION,FUN_PROCESS_EXEC_HISTORY
FUSION,FUN_QRTZ_BLOB_TRIGGERS
FUSION,FUN_QRTZ_CALENDARS
FUSION,FUN_QRTZ_CRON_TRIGGERS
FUSION,FUN_QRTZ_FIRED_TRIGGERS
FUSION,FUN_QRTZ_JOB_DETAILS
FUSION,FUN_QRTZ_JOB_LISTENERS
FUSION,FUN_QRTZ_LOCKS
FUSION,FUN_QRTZ_PAUSED_TRIGGER_GRPS
FUSION,FUN_QRTZ_SCHEDULER_STATE
FUSION,FUN_QRTZ_SIMPLE_TRIGGERS
FUSION,FUN_QRTZ_SIMPROP_TRIGGERS
FUSION,FUN_QRTZ_TRIGGERS
FUSION,FUN_QRTZ_TRIGGER_LISTENERS
FUSION,FUN_RAPID_DEFAULT_ACCOUNTS
FUSION,FUN_RAPID_START_FILES
FUSION,FUN_RELATED_FUNCTIONS
FUSION,FUN_ROLE_DATA_SECURITY_MAPPING
FUSION,FUN_SEGMENTATIONS
FUSION,FUN_SEGMENTATIONS_
FUSION,FUN_SEGMENTATION_DETAILS
FUSION,FUN_SEGMENTATION_DETAILS_
FUSION,FUN_SENSORS_B
FUSION,FUN_SENSORS_B_
FUSION,FUN_SENSORS_TL
FUSION,FUN_SENSORS_TL_
FUSION,FUN_SENSOR_ACTIVE_SCHEDULES
FUSION,FUN_SENSOR_FAULTS
FUSION,FUN_SENSOR_INSTANCES
FUSION,FUN_SENSOR_INSTANCE_TASKS
FUSION,FUN_SENSOR_SCHEDULES
FUSION,FUN_SENSOR_SCHEDULES_
FUSION,FUN_SENSOR_USAGES_B
FUSION,FUN_SENSOR_USAGES_B_
FUSION,FUN_SENSOR_USAGES_TL
FUSION,FUN_SENSOR_USAGES_TL_
FUSION,FUN_SEQUENCE_SETTINGS
FUSION,FUN_SEQ_ASSIGNMENTS
FUSION,FUN_SEQ_ASSIGNMENTS_
FUSION,FUN_SEQ_BATCH_GT
FUSION,FUN_SEQ_CONTEXTS
FUSION,FUN_SEQ_CONTEXTS_
FUSION,FUN_SEQ_ENTITIES
FUSION,FUN_SEQ_HEADERS
FUSION,FUN_SEQ_HEADERS_
FUSION,FUN_SEQ_REQUESTS
FUSION,FUN_SEQ_RULES
FUSION,FUN_SEQ_VERSIONS
FUSION,FUN_SEQ_VERSIONS_
FUSION,FUN_SITUATION_CONTEXTS
FUSION,FUN_SPM_SQL_BASELINES
FUSION,FUN_SPM_SQL_INSTANCES
FUSION,FUN_SPM_SQL_MASTER
FUSION,FUN_SPM_SQL_PLAN_INSTANCES
FUSION,FUN_STATISTIC_DEFNS
FUSION,FUN_STATISTIC_GROUPS
FUSION,FUN_STATISTIC_VALUES
FUSION,FUN_STREAMS_B
FUSION,FUN_STREAMS_TL
FUSION,FUN_STREAM_NOTIFICATIONS
FUSION,FUN_STREAM_PARAMETERS_B
FUSION,FUN_STREAM_PARAMETERS_TL
FUSION,FUN_STREAM_REQUESTS
FUSION,FUN_STREAM_STEPS_B
FUSION,FUN_STREAM_STEPS_TL
FUSION,FUN_STREAM_STEP_LINKS
FUSION,FUN_STREAM_TYPES_B
FUSION,FUN_STREAM_TYPES_TL
FUSION,FUN_STREAM_TYPE_PARAMETERS_B
FUSION,FUN_STREAM_TYPE_PARAMETERS_TL
FUSION,FUN_STREAM_TYPE_STEPS_B
FUSION,FUN_STREAM_TYPE_STEPS_TL
FUSION,FUN_STREAM_TYPE_STEP_LINKS
FUSION,FUN_SVS_POLICIES
FUSION,FUN_SVS_POLICIES_
FUSION,FUN_SVS_USER_POLICY_ASGNMNTS
FUSION,FUN_SVS_USER_POLICY_ASGNMNTS_
FUSION,FUN_SYSTEM_OPTIONS
FUSION,FUN_SYSTEM_OPTIONS_
FUSION,FUN_TEMP_STAT_GROUPS
FUSION,FUN_TEMP_STAT_VALUES
FUSION,FUN_TLM_JOBS
FUSION,FUN_TLM_SENSOR_LOGS
FUSION,FUN_TRANSFERS
FUSION,FUN_TRX_BATCHES
FUSION,FUN_TRX_HEADERS
FUSION,FUN_TRX_LINES
FUSION,FUN_TRX_TYPES_B
FUSION,FUN_TRX_TYPES_B_
FUSION,FUN_TRX_TYPES_TL
FUSION,FUN_TRX_TYPE_AR_MAPS
FUSION,FUN_TRX_TYPE_AR_MAPS_
FUSION,FUN_USER_ROLE_DATA_ASGNMNTS
FUSION,FUN_USER_ROLE_DATA_ASGNMNTS_
FUSION,FUN_WF_ACTIONS
FUSION,FUN_WF_ACTION_REQUESTS
FUSION,FUN_WF_ATTRIBUTES_B
FUSION,FUN_WF_ATTRIBUTES_TL
FUSION,FUN_WF_CONDITIONS
