OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|FND_MENUS_U3_|FND_MENUS_|Unique|"LAST_UPDATE_DATE, LAST_UPDATED_BY, UPPER(""MENU_NAME""), ENTERPRISE_ID, SANDBOX_ID"
FUSION|FND_MENUS_BK_N1|FND_MENUS_BK|Non Unique|MODULE_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_BK_N2|FND_MENUS_BK|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_BK_U1|FND_MENUS_BK|Unique|MENU_ID, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_MENUS_BK_U2|FND_MENUS_BK|Unique|MENU_NAME, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_MENUS_SB_U1|FND_MENUS_SB|Unique|SANDBOX_ID, MENU_ID
FUSION|FND_MENUS_TL_N1|FND_MENUS_TL|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_TL_U1|FND_MENUS_TL|Unique|MENU_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_MENUS_TL_U11|FND_MENUS_TL|Unique|MENU_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_MENUS_TL_U2|FND_MENUS_TL|Unique|USER_MENU_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_MENUS_TL_U21|FND_MENUS_TL|Unique|USER_MENU_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_MENUS_TL_N1_|FND_MENUS_TL_|Non Unique|MENU_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_TL_U1_|FND_MENUS_TL_|Unique|LAST_UPDATE_DATE, MENU_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_TL_U2_|FND_MENUS_TL_|Unique|LAST_UPDATE_DATE, USER_MENU_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_TL_BK_N1|FND_MENUS_TL_BK|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MENUS_TL_BK_U1|FND_MENUS_TL_BK|Unique|MENU_ID, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_MENUS_TL_BK_U2|FND_MENUS_TL_BK|Unique|USER_MENU_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, CUST_SET_ID
FUSION|FND_MESSAGES_B_U1|FND_MESSAGES_B|Unique|APPLICATION_ID, MESSAGE_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_MESSAGES_B_U11|FND_MESSAGES_B|Unique|APPLICATION_ID, MESSAGE_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_MESSAGES_B_BK_U1|FND_MESSAGES_B_BK|Unique|APPLICATION_ID, MESSAGE_NAME, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_MESSAGES_TL_U1|FND_MESSAGES_TL|Unique|APPLICATION_ID, MESSAGE_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_MESSAGES_TL_U11|FND_MESSAGES_TL|Unique|APPLICATION_ID, MESSAGE_NAME, LANGUAGE, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
FUSION|FND_MESSAGES_TL_U2|FND_MESSAGES_TL|Unique|APPLICATION_ID, LANGUAGE, MESSAGE_NAME, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_MESSAGES_TL_BK_U1|FND_MESSAGES_TL_BK|Unique|APPLICATION_ID, MESSAGE_NAME, LANGUAGE, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_MESSAGE_TOKENS_U1|FND_MESSAGE_TOKENS|Unique|APPLICATION_ID, MESSAGE_NAME, TOKEN_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_MESSAGE_TOKENS_U11|FND_MESSAGE_TOKENS|Unique|APPLICATION_ID, MESSAGE_NAME, TOKEN_NAME, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
