OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|PON_NEG_AUDIT_ACTIVITIES_N1|PON_NEG_AUDIT_ACTIVITIES|Non Unique|AUCTION_HEADER_ID_ORIG_AMEND, ACTIVITY_PERSON_ID
FUSION|PON_NEG_AUDIT_ACTIVITIES_N2|PON_NEG_AUDIT_ACTIVITIES|Non Unique|AUCTION_HEADER_ID_ORIG_AMEND, ACTIVITY_CODE
FUSION|PON_NEG_AUDIT_ACTIVITIES_U1|PON_NEG_AUDIT_ACTIVITIES|Unique|AUDIT_ID
FUSION|PON_NEGOTIATION_ABS_N1|PON_NEGOTIATION_ABSTRACTS|Non Unique|POSTING_DATE
FUSION|PON_NEGOTIATION_ABS_U1|PON_NEGOTIATION_ABSTRACTS|Unique|AUCTION_HEADER_ID
FUSION|PON_NEGOTIATION_STYLES_B_U1|PON_NEGOTIATION_STYLES_B|Unique|STYLE_ID, ORA_SEED_SET1
FUSION|PON_NEGOTIATION_STYLES_B_U11|PON_NEGOTIATION_STYLES_B|Unique|STYLE_ID, ORA_SEED_SET2
FUSION|PON_NEGOTIATION_STYLES_B_U2|PON_NEGOTIATION_STYLES_B|Unique|STYLE_CODE, ORA_SEED_SET1
FUSION|PON_NEGOTIATION_STYLES_B_U21|PON_NEGOTIATION_STYLES_B|Unique|STYLE_CODE, ORA_SEED_SET2
FUSION|PON_NEGOTIATION_STYLES_TL_N1|PON_NEGOTIATION_STYLES_TL|Non Unique|LAST_UPDATE_DATE
FUSION|PON_NEGOTIATION_STYLES_TL_U1|PON_NEGOTIATION_STYLES_TL|Unique|STYLE_ID, LANGUAGE, ORA_SEED_SET1
FUSION|PON_NEGOTIATION_STYLES_TL_U11|PON_NEGOTIATION_STYLES_TL|Unique|STYLE_ID, LANGUAGE, ORA_SEED_SET2
FUSION|PON_NEG_TEAM_MEMBERS_N1_|PON_NEG_TEAM_MEMBERS_|Non Unique|AUCTION_HEADER_ID, SEQUENCE_NUMBER
FUSION|PON_NEG_TEAM_MEMBERS_PK_|PON_NEG_TEAM_MEMBERS_|Unique|LAST_UPDATE_DATE, LAST_UPDATED_BY, AUCTION_HEADER_ID, SEQUENCE_NUMBER
FUSION|PON_NEG_TEAM_MEMBERS_N1|PON_NEG_TEAM_MEMBERS|Non Unique|PERSON_ID
FUSION|PON_NEG_TEAM_MEMBERS_U1|PON_NEG_TEAM_MEMBERS|Unique|AUCTION_HEADER_ID, PERSON_ID
FUSION|PON_NEG_TEAM_MEMBERS_U2|PON_NEG_TEAM_MEMBERS|Unique|AUCTION_HEADER_ID, SEQUENCE_NUMBER
FUSION|PON_NEG_TERMS_ACCEPTANCE_U1|PON_NEG_TERMS_ACCEPTANCE|Unique|AUCTION_HEADER_ID, TRADING_PARTNER_ID, VENDOR_SITE_ID, TRADING_PARTNER_CONTACT_ID
FUSION|PON_NEG_TERMS_ACCEPTANCE_U2|PON_NEG_TERMS_ACCEPTANCE|Unique|ACC_TERMS_ID
FUSION|PON_NOTIF_SUBSCRIPTION_U1|PON_NOTIFICATION_SUBSCRIPTION|Unique|SUBSCRIPTION_ID, ORA_SEED_SET1
FUSION|PON_NOTIF_SUBSCRIPTION_U11|PON_NOTIFICATION_SUBSCRIPTION|Unique|SUBSCRIPTION_ID, ORA_SEED_SET2
FUSION|PON_NOTIF_SUBSCRIPTION_U2|PON_NOTIFICATION_SUBSCRIPTION|Unique|NOTIFICATION_CODE, ORA_SEED_SET1
FUSION|PON_NOTIF_SUBSCRIPTION_U21|PON_NOTIFICATION_SUBSCRIPTION|Unique|NOTIFICATION_CODE, ORA_SEED_SET2
