OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|OKC_BILL_LINES_N3|OKC_BILL_LINES|Non Unique|INVOICE_BILL_LINE_ID
FUSION|OKC_BILL_LINES_U1|OKC_BILL_LINES|Unique|ID, MAJOR_VERSION
FUSION|OKC_BILL_LINES_U2|OKC_BILL_LINES|Unique|EXTERNAL_KEY1, EXTERNAL_KEY2
FUSION|OKC_BILL_LINES_INT_N1|OKC_BILL_LINES_INT|Non Unique|BATCH_ID, INTERNAL_ACTION_CODE, IMPORT_STATUS_CODE
FUSION|OKC_BILL_LINES_INT_N2|OKC_BILL_LINES_INT|Non Unique|BATCH_ID, EXT_SOURCE, EXT_KEY
FUSION|OKC_BILL_LINES_INT_N3|OKC_BILL_LINES_INT|Non Unique|BATCH_ID, IMPORT_STATUS_CODE, TRX_CLASS, SENT_YN, KCA_ID
FUSION|OKC_BILL_LINES_INT_U1|OKC_BILL_LINES_INT|Unique|BATCH_ID, INTERFACE_ROW_ID
FUSION|OKC_BILL_LINES_STD_INT_N1|OKC_BILL_LINES_STD_INT|Non Unique|BATCH_ID, INTERNAL_ACTION_CODE, IMPORT_STATUS_CODE
FUSION|OKC_BILL_LINES_STD_INT_N2|OKC_BILL_LINES_STD_INT|Non Unique|BATCH_ID, EXT_SOURCE, EXT_KEY
FUSION|OKC_BILL_LINES_STD_INT_N3|OKC_BILL_LINES_STD_INT|Non Unique|BATCH_ID, IMPORT_STATUS_CODE, TRX_CLASS, SENT_YN, KCA_ID
FUSION|OKC_BILL_LINES_STD_INT_U1|OKC_BILL_LINES_STD_INT|Unique|BATCH_ID, INTERFACE_ROW_ID
FUSION|OKC_BU_IMPL_OPTIONS_ALL_U1|OKC_BU_IMPL_OPTIONS_ALL|Unique|ORG_ID
FUSION|OKC_BUS_DOC_EVENTS_U1|OKC_BUS_DOC_EVENTS|Unique|BUS_DOC_TYPE, EVENT_ID, START_END_QUALIFIER, ORA_SEED_SET1
FUSION|OKC_BUS_DOC_EVENTS_U11|OKC_BUS_DOC_EVENTS|Unique|BUS_DOC_TYPE, EVENT_ID, START_END_QUALIFIER, ORA_SEED_SET2
FUSION|OKC_BUS_DOC_TYPES_B_N1|OKC_BUS_DOC_TYPES_B|Non Unique|DOCUMENT_TYPE_CLASS
FUSION|OKC_BUS_DOC_TYPES_B_U1|OKC_BUS_DOC_TYPES_B|Unique|DOCUMENT_TYPE, ORA_SEED_SET1
FUSION|OKC_BUS_DOC_TYPES_B_U11|OKC_BUS_DOC_TYPES_B|Unique|DOCUMENT_TYPE, ORA_SEED_SET2
FUSION|OKC_BUS_DOC_TYPES_TL_U1|OKC_BUS_DOC_TYPES_TL|Unique|DOCUMENT_TYPE, LANGUAGE, ORA_SEED_SET1
FUSION|OKC_BUS_DOC_TYPES_TL_U11|OKC_BUS_DOC_TYPES_TL|Unique|DOCUMENT_TYPE, LANGUAGE, ORA_SEED_SET2
FUSION|OKC_BUS_DOC_TYPES_TL_U2|OKC_BUS_DOC_TYPES_TL|Unique|LANGUAGE, NAME, ORA_SEED_SET1
FUSION|OKC_BUS_DOC_TYPES_TL_U21|OKC_BUS_DOC_TYPES_TL|Unique|LANGUAGE, NAME, ORA_SEED_SET2
FUSION|OKC_BUSINESS_EVENTS_B_U1|OKC_BUSINESS_EVENTS_B|Unique|EVENT_CODE, BEFORE_AFTER, ORA_SEED_SET1
FUSION|OKC_BUSINESS_EVENTS_B_U11|OKC_BUSINESS_EVENTS_B|Unique|EVENT_CODE, BEFORE_AFTER, ORA_SEED_SET2
FUSION|OKC_BUSINESS_EVENTS_B_U2|OKC_BUSINESS_EVENTS_B|Unique|EVENT_ID, ORA_SEED_SET1
FUSION|OKC_BUSINESS_EVENTS_B_U21|OKC_BUSINESS_EVENTS_B|Unique|EVENT_ID, ORA_SEED_SET2
FUSION|OKC_BUSINESS_EVENTS_TL_U1|OKC_BUSINESS_EVENTS_TL|Unique|EVENT_ID, LANGUAGE, ORA_SEED_SET1
FUSION|OKC_BUSINESS_EVENTS_TL_U11|OKC_BUSINESS_EVENTS_TL|Unique|EVENT_ID, LANGUAGE, ORA_SEED_SET2
FUSION|OKC_BUSINESS_EVENTS_TL_U2|OKC_BUSINESS_EVENTS_TL|Unique|EVENT_ID, LANGUAGE, EVENT_CODE, ORA_SEED_SET1
FUSION|OKC_BUSINESS_EVENTS_TL_U21|OKC_BUSINESS_EVENTS_TL|Unique|EVENT_ID, LANGUAGE, EVENT_CODE, ORA_SEED_SET2
FUSION|OKC_BUS_VARIABLES_B_U1|OKC_BUS_VARIABLES_B|Unique|VARIABLE_CODE, ORA_SEED_SET1
FUSION|OKC_BUS_VARIABLES_B_U11|OKC_BUS_VARIABLES_B|Unique|VARIABLE_CODE, ORA_SEED_SET2
FUSION|OKC_BUS_VARIABLES_TL_N1|OKC_BUS_VARIABLES_TL|Non Unique|VARIABLE_NAME, LANGUAGE
FUSION|OKC_BUS_VARIABLES_TL_N2|OKC_BUS_VARIABLES_TL|Non Unique|DESCRIPTION, LANGUAGE
FUSION|OKC_BUS_VARIABLES_TL_U1|OKC_BUS_VARIABLES_TL|Unique|VARIABLE_CODE, LANGUAGE, ORA_SEED_SET1
FUSION|OKC_BUS_VARIABLES_TL_U11|OKC_BUS_VARIABLES_TL|Unique|VARIABLE_CODE, LANGUAGE, ORA_SEED_SET2
FUSION|OKC_CAL_BREAKS_U1|OKC_CAL_BREAKS|Unique|ID
FUSION|OKC_CAL_BREAKS_U2|OKC_CAL_BREAKS|Unique|BREAK_GUID
FUSION|OKC_CAL_EXCEP_AVAIL_B_U1|OKC_CAL_EXCEP_AVAILABILITY_B|Unique|ID
FUSION|OKC_CAL_EXCEP_AVAIL_U2|OKC_CAL_EXCEP_AVAILABILITY_B|Unique|EXCEP_AVAILABILITY_GUID
FUSION|OKC_CAL_EXCEP_AVAIL_TL_U1|OKC_CAL_EXCEP_AVAILABILITY_TL|Unique|ID, LANGUAGE
FUSION|OKC_CAL_EXCEPTIONS_B_U1|OKC_CAL_EXCEPTIONS_B|Unique|ID
FUSION|OKC_CAL_EXCEPTIONS_B_U2|OKC_CAL_EXCEPTIONS_B|Unique|EXCEPTION_GUID
FUSION|OKC_CAL_EXCEPTIONS_TL_U1|OKC_CAL_EXCEPTIONS_TL|Unique|ID, LANGUAGE
FUSION|OKC_CAL_SCHED_AVAILABILITY_U2|OKC_CAL_SCHED_AVAILABILITY|Unique|SCHED_AVAILABILITY_GUID
FUSION|OKC_CAL_SCHED_AVAIL_U1|OKC_CAL_SCHED_AVAILABILITY|Unique|ID
FUSION|OKC_CAL_SCHED_INTER_B_U1|OKC_CAL_SCHED_INTERVALS_B|Unique|ID
FUSION|OKC_CAL_SCHED_INTER_B_U2|OKC_CAL_SCHED_INTERVALS_B|Unique|SCHED_INTERVAL_GUID
FUSION|OKC_CAL_SCHED_INTERVALS_TL_U1|OKC_CAL_SCHED_INTERVALS_TL|Unique|ID, LANGUAGE
FUSION|OKC_CAL_SCHEDULES_B_U1|OKC_CAL_SCHEDULES_B|Unique|ID
FUSION|OKC_CAL_SCHEDULES_B_U2|OKC_CAL_SCHEDULES_B|Unique|SCHEDULE_GUID
FUSION|OKC_CAL_SCHEDULES_TL_U1|OKC_CAL_SCHEDULES_TL|Unique|ID, LANGUAGE
FUSION|OKC_CLAUSE_DEVIATIONS_T_N1|OKC_CLAUSE_DEVIATIONS_T|Non Unique|CLS_SEQUENCE_ID
FUSION|OKC_CLAUSE_TEXT_T_U1|OKC_CLAUSE_TEXT_T|Unique|ID
FUSION|OKC_CONSOL_REMINDERS_T_U1|OKC_CONSOLIDATED_REMINDERS_T|Unique|REMINDER_ID
FUSION|OKC_CONTACTS_N2|OKC_CONTACTS|Non Unique|OBJECT1_ID1
FUSION|OKC_CONTACTS_N3|OKC_CONTACTS|Non Unique|JTOT_OBJECT1_CODE, VERSION_TYPE
FUSION|OKC_CONTACTS_N4|OKC_CONTACTS|Non Unique|JTOT_OBJECT1_CODE, OBJECT1_ID1
FUSION|OKC_CONTACTS_N5|OKC_CONTACTS|Non Unique|JTOT_OBJECT1_CODE, OBJECT1_ID1, ACCESS_LEVEL
FUSION|OKC_CONTACTS_N6|OKC_CONTACTS|Non Unique|DNZ_CHR_ID
